Filename	taxid	subspecies	Species	Genus	Family
GCF_000800395.1_ASM80039v1_genomic.fna.gz	1182571	NA	Deinococcus swuensis	Deinococcus	Deinococcaceae
GCF_001406795.1_Comamonas_testosteroni_P19_genomic.fna.gz	1191062	NA	Comamonas testosteroni	Comamonas	Comamonadaceae
GCF_001865535.1_ASM186553v1_genomic.fna.gz	195	NA	Campylobacter coli	Campylobacter	Campylobacteraceae
GCF_000512915.1_ASM51291v1_genomic.fna.gz	880074	NA	Barnesiella viscericola	Barnesiella	Barnesiellaceae
GCF_002211925.1_ASM221192v1_genomic.fna.gz	1243617	NA	Salmonella bongori	Salmonella	Enterobacteriaceae
GCF_001854305.1_ASM185430v1_genomic.fna.gz	876364	NA	Cupriavidus sp. USMAA2-4	Cupriavidus	Burkholderiaceae
GCF_002117145.1_ASM211714v1_genomic.fna.gz	1414854	NA	Candidatus Nucleicultrix amoebiphila	Candidatus Nucleicultrix	Caedimonadaceae
GCF_000021445.1_ASM2144v1_genomic.fna.gz	568206	NA	Bacillus anthracis	Bacillus	Bacillaceae
GCF_000012245.1_ASM1224v1_genomic.fna.gz	205918	NA	Pseudomonas syringae	Pseudomonas	Pseudomonadaceae
GCF_000147775.2_ASM14777v3_genomic.fna.gz	698936	NA	Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae
GCF_002953235.1_ASM295323v1_genomic.fna.gz	1719	NA	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae
GCF_000014365.2_ASM1436v2_genomic.fna.gz	373153	NA	Streptococcus pneumoniae	Streptococcus	Streptococcaceae
GCF_001708575.1_ASM170857v1_genomic.fna.gz	630	NA	Yersinia enterocolitica	Yersinia	Yersiniaceae
GCF_002005445.1_ASM200544v1_genomic.fna.gz	435	NA	Acetobacter aceti	Acetobacter	Acetobacteraceae
GCF_000338115.2_ASM33811v2_genomic.fna.gz	1284663	NA	Lactobacillus plantarum	Lactobacillus	Lactobacillaceae
GCF_003003865.1_ASM300386v1_genomic.fna.gz	91892	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_003071665.1_ASM307166v1_genomic.fna.gz	374606	NA	Aminobacter sp. MSH1	Aminobacter	Phyllobacteriaceae
GCF_000017545.1_ASM1754v1_genomic.fna.gz	381764	NA	Fervidobacterium nodosum	Fervidobacterium	Fervidobacteriaceae
GCF_000024345.1_ASM2434v1_genomic.fna.gz	479435	NA	Kribbella flavida	Kribbella	Nocardioidaceae
GCF_001587175.1_ASM158717v1_genomic.fna.gz	1759399	NA	Streptococcus sp. A12	Streptococcus	Streptococcaceae
GCF_002211705.1_ASM221170v1_genomic.fna.gz	546	NA	Citrobacter freundii	Citrobacter	Enterobacteriaceae
GCF_000831285.1_ASM83128v1_genomic.fna.gz	1299329	Mycobacterium avium subsp. avium	Mycobacterium avium	Mycobacterium	Mycobacteriaceae
GCF_000018885.1_ASM1888v1_genomic.fna.gz	288705	NA	Renibacterium salmoninarum	Renibacterium	Micrococcaceae
GCF_002934025.1_ASM293402v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001406115.1_Streptomyces_venezuelae_ATCC_15439_genomic.fna.gz	54571	NA	Streptomyces venezuelae	Streptomyces	Streptomycetaceae
GCF_000342265.1_ASM34226v1_genomic.fna.gz	543913	NA	beta proteobacterium CB	Streptomyces	Streptomycetaceae
GCF_900185995.1_BK1071_genomic.fna.gz	666	NA	Vibrio cholerae	Vibrio	Vibrionaceae
GCF_002220135.1_ASM222013v1_genomic.fna.gz	1718	NA	Corynebacterium glutamicum	Corynebacterium	Corynebacteriaceae
GCF_000521685.1_ASM52168v1_genomic.fna.gz	1434215	NA	Mannheimia varigena	Mannheimia	Pasteurellaceae
GCF_000756415.2_ASM75641v3_genomic.fna.gz	1238	NA	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae
GCF_001900495.1_ASM190049v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000444995.1_ASM44499v1_genomic.fna.gz	1367847	NA	Paracoccus aminophilus	Paracoccus	Rhodobacteraceae
GCF_003018575.1_ASM301857v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001481675.1_ASM148167v1_genomic.fna.gz	1719	NA	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae
GCF_000758585.1_ASM75858v1_genomic.fna.gz	1536770	NA	Paenibacillus sp. FSL R5-0345	Paenibacillus	Paenibacillaceae
GCF_001985465.1_ASM198546v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000956315.1_ASM95631v1_genomic.fna.gz	1329908	NA	Borrelia hermsii	Borrelia	Borreliaceae
GCF_000819525.2_ASM81952v2_genomic.fna.gz	1222034	NA	Mannheimia haemolytica	Mannheimia	Pasteurellaceae
GCF_002127965.1_ASM212796v1_genomic.fna.gz	847	NA	Oxalobacter formigenes	Oxalobacter	Oxalobacteraceae
GCF_900079785.1_CITRO86_PRJEB13532_v1_genomic.fna.gz	2013114	NA	Citrobacter sp. 86	Citrobacter	Enterobacteriaceae
GCF_001579785.1_ASM157978v1_genomic.fna.gz	1502	NA	Clostridium perfringens	Clostridium	Clostridiaceae
GCF_000092965.1_ASM9296v1_genomic.fna.gz	583358	Thermoanaerobacter mathranii subsp. mathranii	Thermoanaerobacter mathranii	Thermoanaerobacter	Thermoanaerobacteraceae
GCF_000233895.1_ASM23389v1_genomic.fna.gz	885275	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002269295.1_ASM226929v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_002951195.1_ASM295119v1_genomic.fna.gz	93218	NA	Pandoraea apista	Pandoraea	Burkholderiaceae
GCF_001262115.1_ASM126211v1_genomic.fna.gz	119856	NA	Francisella tularensis	Francisella	Francisellaceae
GCF_002997955.1_ASM299795v1_genomic.fna.gz	243161	NA	Chlamydia muridarum	Chlamydia	Chlamydiaceae
GCF_002447695.1_ASM244769v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_000234725.1_ASM23472v1_genomic.fna.gz	717522	NA	Mycobacterium bovis	Mycobacterium	Mycobacteriaceae
GCF_001273795.1_ASM127379v1_genomic.fna.gz	33989	NA	Rickettsia amblyommatis	Rickettsia	Rickettsiaceae
GCF_000376705.1_ASM37670v1_genomic.fna.gz	1134454	NA	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae
GCF_000572195.1_ASM57219v1_genomic.fna.gz	443150	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_000260985.4_ASM26098v3_genomic.fna.gz	754476	NA	Methylophaga nitratireducenticrescens	Methylophaga	Piscirickettsiaceae
GCF_002111145.1_ASM211114v1_genomic.fna.gz	28450	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_002952515.1_ASM295251v1_genomic.fna.gz	210	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_002787125.1_ASM278712v1_genomic.fna.gz	1346	NA	Streptococcus iniae	Streptococcus	Streptococcaceae
GCF_002197225.1_ASM219722v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_001547795.1_ASM154779v1_genomic.fna.gz	1407653	NA	Dehalococcoides mccartyi	Dehalococcoides	Dehalococcoidaceae
GCF_000832425.1_ASM83242v1_genomic.fna.gz	1392	NA	Bacillus anthracis	Bacillus	Bacillaceae
GCF_002210025.1_ASM221002v1_genomic.fna.gz	90371	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_002278135.2_ASM227813v2_genomic.fna.gz	931866	NA	Bradyrhizobium ottawaense	Bradyrhizobium	Bradyrhizobiaceae
GCF_000505725.1_ASM50572v1_genomic.fna.gz	1356861	Francisella noatunensis subsp. orientalis	Francisella noatunensis	Francisella	Francisellaceae
GCF_000737305.2_ASM73730v2_genomic.fna.gz	79880	NA	Bacillus clausii	Bacillus	Bacillaceae
GCF_001559215.2_ASM155921v2_genomic.fna.gz	548	NA	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae
GCF_000271365.1_ASM27136v1_genomic.fna.gz	1093787	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_002948835.1_ASM294883v1_genomic.fna.gz	548	NA	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae
GCF_000941055.1_ASM94105v1_genomic.fna.gz	1454006	NA	Siansivirga zeaxanthinifaciens	Siansivirga	Flavobacteriaceae
GCF_002117875.1_ASM211787v1_genomic.fna.gz	698414	NA	Xylella fastidiosa	Xylella	Xanthomonadaceae
GCF_001806485.1_ASM180648v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_003019255.1_ASM301925v1_genomic.fna.gz	29384	NA	Staphylococcus kloosii	Staphylococcus	Staphylococcaceae
GCF_001656045.1_ASM165604v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_002946935.1_ASM294693v1_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_003076875.1_ASM307687v1_genomic.fna.gz	36809	NA	Mycobacteroides abscessus	Mycobacteroides	Mycobacteriaceae
GCF_001469815.1_ASM146981v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_900155855.1_BM110_genomic.fna.gz	1311	NA	Streptococcus agalactiae	Streptococcus	Streptococcaceae
GCF_002810325.1_ASM281032v1_genomic.fna.gz	515256	NA	Bartonella sp. 1-1C	Bartonella	Bartonellaceae
GCF_002902805.1_ASM290280v1_genomic.fna.gz	48296	NA	Acinetobacter pittii	Acinetobacter	Moraxellaceae
GCF_000955665.1_ASM95566v1_genomic.fna.gz	172045	NA	Elizabethkingia miricola	Elizabethkingia	Flavobacteriaceae
GCF_001651945.1_ASM165194v1_genomic.fna.gz	83334	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_900327255.1_UT76_genomic.fna.gz	784	NA	Orientia tsutsugamushi	Orientia	Rickettsiaceae
GCF_001708265.1_ASM170826v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_001010765.1_ASM101076v1_genomic.fna.gz	338215	NA	Leptospira interrogans	Leptospira	Leptospiraceae
GCF_001549695.1_ASM154969v1_genomic.fna.gz	1355477	NA	Bradyrhizobium diazoefficiens	Bradyrhizobium	Bradyrhizobiaceae
GCF_900070325.1_SD1D_genomic.fna.gz	1679721	NA	Herbinix luporum	Herbinix	Lachnospiraceae
GCF_000507245.1_ASM50724v1_genomic.fna.gz	1307761	NA	Salinispira pacifica	Salinispira	Spirochaetaceae
GCF_000061505.1_ASM6150v1_genomic.fna.gz	62928	NA	Azoarcus sp. BH72	Azoarcus	Zoogloeaceae
GCF_002891945.1_ASM289194v1_genomic.fna.gz	221822	NA	Phaeobacter inhibens	Phaeobacter	Rhodobacteraceae
GCF_001697185.1_ASM169718v1_genomic.fna.gz	1790137	NA	Wenyingzhuangia fucanilytica	Wenyingzhuangia	Flavobacteriaceae
GCF_000146065.2_ASM14606v1_genomic.fna.gz	459349	NA	Candidatus Cloacimonas acidaminovorans	Candidatus Cloacimonas	Flavobacteriaceae
GCF_002012205.1_ASM201220v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000439755.1_ASM43975v1_genomic.fna.gz	1184253	NA	Anaplasma phagocytophilum	Anaplasma	Anaplasmataceae
GCF_002357255.1_ASM235725v1_genomic.fna.gz	35790	NA	Rickettsia japonica	Rickettsia	Rickettsiaceae
GCF_000833635.2_ASM83363v2_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002860065.1_ASM286006v1_genomic.fna.gz	28450	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_001867145.1_ASM186714v1_genomic.fna.gz	1719	NA	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae
GCF_000193355.1_ASM19335v1_genomic.fna.gz	541229	NA	Bacillus thuringiensis	Bacillus	Bacillaceae
GCF_000359525.1_ASM35952v1_genomic.fna.gz	457425	NA	Streptomyces albus	Streptomyces	Streptomycetaceae
GCF_001889105.1_ASM188910v1_genomic.fna.gz	194963	NA	Sinorhizobium americanum	Sinorhizobium	Rhizobiaceae
GCF_003030405.1_ASM303040v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000430145.2_ASM43014v3_genomic.fna.gz	1271862	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000828895.1_ASM82889v1_genomic.fna.gz	1458425	NA	Comamonadaceae bacterium A1	Salmonella	Comamonadaceae
GCF_001547975.1_ASM154797v1_genomic.fna.gz	2094	NA	Mycoplasma arginini	Mycoplasma	Mycoplasmataceae
GCF_001936255.1_ASM193625v1_genomic.fna.gz	1365188	NA	Borrelia anserina	Borrelia	Borreliaceae
GCF_000750375.1_ASM75037v1_genomic.fna.gz	149539	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_002741705.1_ASM274170v1_genomic.fna.gz	492670	NA	Bacillus velezensis	Bacillus	Bacillaceae
GCF_001417865.2_ASM141786v2_genomic.fna.gz	615	NA	Serratia marcescens	Serratia	Yersiniaceae
GCF_001042735.1_ASM104273v1_genomic.fna.gz	129394	NA	Xanthomonas oryzae	Xanthomonas	Xanthomonadaceae
GCF_001294625.1_ASM129462v1_genomic.fna.gz	656366	NA	Arthrobacter alpinus	Arthrobacter	Micrococcaceae
GCF_002162195.1_ASM216219v1_genomic.fna.gz	731	NA	Histophilus somni	Histophilus	Pasteurellaceae
GCF_001275565.2_ASM127556v2_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_000269965.1_ASM26996v1_genomic.fna.gz	391904	Bifidobacterium longum subsp. infantis	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae
GCF_001298485.1_ASM129848v1_genomic.fna.gz	1352	NA	Enterococcus faecium	Enterococcus	Enterococcaceae
GCF_001534745.1_ASM153474v1_genomic.fna.gz	76759	NA	Pseudomonas monteilii	Pseudomonas	Pseudomonadaceae
GCF_002763415.1_ASM276341v1_genomic.fna.gz	149539	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_002173715.1_ASM217371v1_genomic.fna.gz	135461	NA	Bacillus subtilis	Bacillus	Bacillaceae
GCF_002838545.1_ASM283854v1_genomic.fna.gz	1685	NA	Bifidobacterium breve	Bifidobacterium	Bifidobacteriaceae
GCF_001874465.1_ASM187446v1_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_000959265.1_ASM95926v1_genomic.fna.gz	441156	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_000626635.1_ASM62663v1_genomic.fna.gz	1168034	NA	Draconibacterium orientale	Draconibacterium	Prolixibacteraceae
GCF_000764615.1_ASM76461v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_001999985.1_ASM199998v1_genomic.fna.gz	37372	NA	Helicobacter bilis	Helicobacter	Helicobacteraceae
GCF_002021795.1_ASM202179v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000419405.1_ASM41940v1_genomic.fna.gz	1096996	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_000590495.2_ASM59049v2_genomic.fna.gz	1416914	NA	Pandoraea pnomenusa	Pandoraea	Burkholderiaceae
GCF_000195715.1_ASM19571v1_genomic.fna.gz	257313	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_002850175.1_ASM285017v1_genomic.fna.gz	64187	NA	Xanthomonas oryzae	Xanthomonas	Xanthomonadaceae
GCF_000019925.1_ASM1992v1_genomic.fna.gz	398577	NA	Burkholderia ambifaria	Burkholderia	Burkholderiaceae
GCF_001988815.1_ASM198881v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_002117185.1_ASM211718v1_genomic.fna.gz	33967	NA	Leuconostoc mesenteroides	Leuconostoc	Leuconostocaceae
GCF_000706685.1_ASM70668v1_genomic.fna.gz	1288	NA	Staphylococcus xylosus	Staphylococcus	Staphylococcaceae
GCF_002356575.1_ASM235657v1_genomic.fna.gz	1392	NA	Bacillus anthracis	Bacillus	Bacillaceae
GCF_000186665.3_ASM18666v4_genomic.fna.gz	945556	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_000008685.2_ASM868v2_genomic.fna.gz	224326	NA	Borreliella burgdorferi	Borreliella	Borreliaceae
GCF_000328405.1_ASM32840v1_genomic.fna.gz	1211705	NA	Vibrio parahaemolyticus	Vibrio	Vibrionaceae
GCF_003031325.1_ASM303132v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_002880635.1_ASM288063v1_genomic.fna.gz	1352	NA	Enterococcus faecium	Enterococcus	Enterococcaceae
GCF_000600125.1_ASM60012v1_genomic.fna.gz	1382922	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_000227665.2_ASM22766v3_genomic.fna.gz	717772	NA	Thiomicrospira aerophila	Thiomicrospira	Piscirickettsiaceae
GCF_002224545.1_ASM222454v1_genomic.fna.gz	86040	NA	Xanthomonas citri	Xanthomonas	Xanthomonadaceae
GCF_001592385.1_ASM159238v1_genomic.fna.gz	1311	NA	Streptococcus agalactiae	Streptococcus	Streptococcaceae
GCF_002214345.1_ASM221434v1_genomic.fna.gz	62153	NA	Vibrio shilonii	Vibrio	Vibrionaceae
GCF_001653315.1_ASM165331v1_genomic.fna.gz	1719	NA	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae
GCF_000952035.2_ASM95203v2_genomic.fna.gz	47763	NA	Streptomyces lydicus	Streptomyces	Streptomycetaceae
GCF_000272735.3_ASM27273v3_genomic.fna.gz	796732	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001516345.1_ASM151634v1_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_002741015.1_ASM274101v1_genomic.fna.gz	1882682	NA	Microvirga ossetica	Microvirga	Methylobacteriaceae
GCF_000829885.1_ASM82988v1_genomic.fna.gz	287	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_002762335.1_ASM276233v1_genomic.fna.gz	1993866	NA	Lactobacillales bacterium	Pseudomonas	Pseudomonadaceae
GCF_002447875.1_ASM244787v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_002007905.1_ASM200790v1_genomic.fna.gz	61435	NA	Dehalococcoides mccartyi	Dehalococcoides	Dehalococcoidaceae
GCF_001683455.1_ASM168345v1_genomic.fna.gz	1764	NA	Mycobacterium avium	Mycobacterium	Mycobacteriaceae
GCF_001986915.1_ASM198691v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000013665.1_ASM1366v1_genomic.fna.gz	203122	NA	Saccharophagus degradans	Saccharophagus	Cellvibrionaceae
GCF_001019695.1_ASM101969v1_genomic.fna.gz	1314	NA	Streptococcus pyogenes	Streptococcus	Streptococcaceae
GCF_000020065.1_ASM2006v1_genomic.fna.gz	243272	NA	Mycoplasma arthritidis	Mycoplasma	Mycoplasmataceae
GCF_000025765.1_ASM2576v1_genomic.fna.gz	553199	NA	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae
GCF_000016165.1_ASM1616v1_genomic.fna.gz	349161	NA	Desulfotomaculum reducens	Desulfotomaculum	Peptococcaceae
GCF_002000005.1_ASM200000v1_genomic.fna.gz	1396	NA	Bacillus cereus	Bacillus	Bacillaceae
GCF_001536305.1_Leuconostoc_gelidum_subsp._gasicomitatum_KG16-1_genomic.fna.gz	1165892	Leuconostoc gelidum subsp. gasicomitatum	Leuconostoc gelidum	Leuconostoc	Leuconostocaceae
GCF_001008015.1_ASM100801v1_genomic.fna.gz	1308	NA	Streptococcus thermophilus	Streptococcus	Streptococcaceae
GCF_000319385.1_ASM31938v1_genomic.fna.gz	1193729	NA	Candidatus Endolissoclinum faulkneri	Candidatus Endolissoclinum	Rhodospirillaceae
GCF_001548175.1_ASM154817v1_genomic.fna.gz	1442	NA	Bacillus thuringiensis	Bacillus	Bacillaceae
GCF_002997995.1_ASM299799v1_genomic.fna.gz	243161	NA	Chlamydia muridarum	Chlamydia	Chlamydiaceae
GCF_000019085.1_ASM1908v1_genomic.fna.gz	340099	NA	Thermoanaerobacter pseudethanolicus	Thermoanaerobacter	Thermoanaerobacteraceae
GCF_002447655.1_ASM244765v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_002844375.1_ASM284437v1_genomic.fna.gz	2048283	NA	Thalassospira sp. CSC3H3	Thalassospira	Rhodospirillaceae
GCF_002007725.1_ASM200772v1_genomic.fna.gz	1457153	NA	Chlamydia gallinacea	Chlamydia	Chlamydiaceae
GCF_002269255.1_ASM226925v1_genomic.fna.gz	2026240	NA	Klebsiella quasivariicola	Klebsiella	Enterobacteriaceae
GCF_002163895.1_ASM216389v1_genomic.fna.gz	72407	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000240075.2_ASM24007v2_genomic.fna.gz	1041826	NA	Flavobacterium columnare	Flavobacterium	Flavobacteriaceae
GCF_000486165.2_ASM48616v2_genomic.fna.gz	702982	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000993785.2_ASM99378v2_genomic.fna.gz	408015	NA	Streptomyces xiamenensis	Streptomyces	Streptomycetaceae
GCF_002288325.1_ASM228832v1_genomic.fna.gz	1884913	NA	Candidatus Planktophila lacus	Candidatus Planktophila	Candidatus Nanopelagicaceae
GCF_001598635.1_ASM159863v1_genomic.fna.gz	1351	NA	Enterococcus faecalis	Enterococcus	Enterococcaceae
GCF_000742795.1_ASM74279v1_genomic.fna.gz	738	NA	Glaesserella parasuis	Glaesserella	Pasteurellaceae
GCF_002993305.1_ASM299330v1_genomic.fna.gz	2103230	NA	Microbacterium sp. str. 'China'	Microbacterium	Microbacteriaceae
GCF_000184685.1_ASM18468v1_genomic.fna.gz	710696	NA	Intrasporangium calvum	Intrasporangium	Intrasporangiaceae
GCF_000724625.1_ASM72462v1_genomic.fna.gz	661478	NA	Fimbriimonas ginsengisoli	Fimbriimonas	Fimbriimonadaceae
GCF_000179635.2_ASM17963v2_genomic.fna.gz	697329	NA	Ruminococcus albus	Ruminococcus	Ruminococcaceae
GCF_001900455.1_ASM190045v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001654435.1_ASM165443v1_genomic.fna.gz	53408	NA	Pseudomonas citronellolis	Pseudomonas	Pseudomonadaceae
GCF_000723165.1_JAG1_genomic.fna.gz	1349767	NA	Janthinobacterium agaricidamnosum	Janthinobacterium	Oxalobacteraceae
GCF_001753305.1_ASM175330v1_genomic.fna.gz	446	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_001986735.1_ASM198673v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_001281305.1_ASM128130v1_genomic.fna.gz	1682	NA	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae
GCF_002895405.1_ASM289540v1_genomic.fna.gz	2072503	NA	Actinoalloteichus sp. AHMU CJ021	Actinoalloteichus	Pseudonocardiaceae
GCF_001913175.1_ASM191317v1_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000093165.1_ASM9316v1_genomic.fna.gz	600809	NA	Blattabacterium sp. (Periplaneta americana)	Blattabacterium	Blattabacteriaceae
GCF_001620135.2_ASM162013v2_genomic.fna.gz	1454593	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000019505.1_ASM1950v1_genomic.fna.gz	406425	NA	Burkholderia cenocepacia	Burkholderia	Burkholderiaceae
GCF_000197735.1_ASM19773v1_genomic.fna.gz	861360	NA	Glutamicibacter arilaitensis	Glutamicibacter	Micrococcaceae
GCF_001901465.1_ASM190146v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001676725.1_ASM167672v1_genomic.fna.gz	463014	NA	Bordetella flabilis	Bordetella	Alcaligenaceae
GCF_000417225.2_ASM41722v2_genomic.fna.gz	1284798	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_001584225.1_ASM158422v1_genomic.fna.gz	279113	NA	Collimonas pratensis	Collimonas	Oxalobacteraceae
GCF_001988635.1_ASM198863v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_002005485.1_ASM200548v1_genomic.fna.gz	318683	NA	Gluconobacter albidus	Gluconobacter	Acetobacteraceae
GCF_002080475.1_ASM208047v1_genomic.fna.gz	1497	NA	Clostridium formicaceticum	Clostridium	Clostridiaceae
GCF_000801185.2_ASM80118v2_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001620305.1_ASM162030v1_genomic.fna.gz	1051973	NA	Rhodococcus fascians	Rhodococcus	Nocardiaceae
GCF_000784905.1_ASM78490v1_genomic.fna.gz	550	NA	Enterobacter cloacae	Enterobacter	Enterobacteriaceae
GCF_001549655.1_ASM154965v1_genomic.fna.gz	46170	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
